yomi,kigo_yomi
テンガツテコロガツテショウネンニナルナツノ,ナツノ
ソラセミヲテノヒラニダレヨリモカルクナル,ソラセミ
ハダカキニモツトモヘキキソラガアル,カレキ
サンサロノヒトツハシカクネハンセイフウ,ネハンセイフウ
シタバリノモジヨミトケズユウキリキ,ユウキリキ
ネムレネバネムラヌコトヨトオカエル,カエル
ホカホカトゴコクベイショクブハイセンビ,シュウセンキネンビ
ムネニトビヅケクスイツチヨノアワテヤウ,マツムシ
ジュズダマヤモウトビコセヌホソナガレ,ジュズダマ
マタライネントハチジュウサイノヒナオサメ,ヒナオサメ
ニワシニハニワシノイイブンビノタン,ミジカヒ
インタイノイシチイサクナリユウスズミ,ノウリョウ
ワビスケノアカクユクサキアカルカラン,ワビスケ
フジノハナタレタキモノヲタラシオリ,フジ
ユリノキノハナユックリトアシハコブ,ヒャクゴウノキ
セキズイニシビレツタワリワカバカン,ワカバ
タンヤヤマクラノソコノシテツセン,タンヤ
アサガオヤオモヒダシタルヤクシャノナ,アサガオ
ハイルアナヲモタヌダイジャノシュウシカナ,ヘビアナニハイル
シュビヨクバスコシハエミヘハルノネコ,ネコノコイ
チヘイセンカレヒマワリデデキテイタ,ヒマワリ
フユケヤキナガクミツメルユウヒアリ,フユキ
ゲッコウヤネハンボトケノアシノタコ,ツキ
ウミガワニバスノカタムクアゲハナビ,ハナビ
ケイタイノトリコソチコチトリワタル,ワタリドリ
ヤムオットニモタレイネムルダンボウシャ,ダンボウ
ヒコウキグモオオツゴモリノクロフジヘ,オオミソカ
ヘンポントマイヘヌヒノマルダイダン,ガンチョウ
ハツスリヲクツガエヒツクシテダイツナミ,ハツスリ
ニゲミズヲガタピシツイヒテアラカワセン,ニゲミズ
ヤッカイナモノニホンセキイチヨウオツ,キリヒトハ
ウチイリノヨルニタムロシテチカサカバ,ギシカイ
タニヲユクカゼヒビキアフアサキハル,ハルアサシ
ハナアヤメウツシテクモノユクエカナ,ハナアヤメ
トウダイノシロキカゼニモアキノコエ,アキノコエ
リンスンノヒケシエテハナビノヒケケリ,ハナビ
カソノソカイチジュウニガツハチニチカナ,カイセンビ
イシダンヲノボレバコダイモモノハナ,モモノハナ
サクラモチハハノムカシニフレニケリ,サクラモチ
ハザクラヤココロノナカヲヨメズヰテ,ハザクラ
センソウトヘイワノサカイユウヤケヌ,ユウショウ
ナキヤミテヒグラシスイニカエリケリ,ヒグラシ
ミズウマユルキナガレニギャクラハズ,ミズバ
ハツモウデデイシダンナデルオフリソデ,ハツモウデ
ビナンカズラフクヨカナアカオシミナク,ビナンカズラ
スレチガイウツリガノコシアキアワセ,アキアワセ
シグレルルヤタケニンギョウノナビクカミ,シグレ
フユボタンカコイノナカデミルユメハ,カンボタン
ワラヤネノユキカイシヅクハタマトナリ,ユキカイ
カルタトリシュガフレアイシコイノハナ,カルタ
イヌカレシテキノスギイタアキヨウサス,アキノヒ
ケイトアミジャレツクネコニカチメナシ,ケイトアム
コガラシノオカニイタリテイクアテナシ,コガラシ
ソラセミノシグルルママノムゴンカン,ソラセミ
カヘンヲヒトツミヤゲニサンポタビ,ハナ
マツリハネニニンムゴンノゲタノオト,マツリ
オンダンカサカラッテイルアメンボウ,ミズバ
コチョウマウカゼガアシタヲヨコクスル,チョウ
セミシグレカナシイトキハセミニナル,セミ
ニゴリシュショクヨイヘンジマッテイル,ニゴリシュ
トメラレヌジダイノナガレイチヨウキ,イチヨウキ
ニコゴニオイノクリゴトキキナガス,ニコゴ
ウグヒスヤメイハアヅマロノアタミトイフ,ウグイス
ショウヨウキシェクスピアノホンヤクホン,ショウヨウキ
ウメフクイクジョユウスマコノコイトオク,ウメ
カンケツセンフキアグソラヤサクラサク,サクラ
ダンカイノセダイノヒトリナツヤセセテ,ナツヤセ
ウシトラノカクノホコラニノコルユキ,ザンセツ
コガネチュウトマドハセタルチノヨネツ,キムカメコ
ナミオンノゼッユルコトナシヤクモノイミ,ヤクモキ
ナツイケリケンジャノイシノアリショ,ナツノハテ
マンノメガイッセイニヒラクゲンバクキ,ゲンバクキ
ナニヲモテザイトイイシカマンジュシャゲ,マンジュシャゲ
カンノミズスクウタビユビアツクナル,カンノミズ
ヒアシシンブコテンノトウチュウヒロヒヲリ,ヒアシシンブ
ハルイチバンフウライバウハスペインカ,ハルイチバン
ウシガエルオキモノメキテシヤニメス,ウシガエル
ニチジョウノオクヨリセミノナキハツムル,セミ
カラスウリワレモタイキノイチリュウシ,カラスウリ
ケムシユクツヨイミカタノツマツレテ,ケムシ
ウイテコイチンポコアラウホイクエン,ウイテコイ
オットヲムシツマダテテムクナツミカン,ナツミカン
アオダイショウオトコウマレヌイエヲサル,ヘビ
ハルイチバンオトコトオンナニアルスキマ,ハルイチバン
ソレトナクアオイデクレテイルウチワ,ウチワ
ゴゼンチュウノミノムシタイクツデタイクツデ,ミノムシ
イモイチホンヒソカニウメテアルタキビ,タキビ
モウダレモヤブラヌショウジハッテオリ,ショウジアラウ
ワガアユミケンガキヅカウキョネンコトシ,キョネンコトシ
ハツユメヤウブギノワレレヲワレレガイダキ,ハツユメ
リズミカルミセルダイチノカンスズメ,カンスズメ
オオゴエヤシカイニヒビケフクハウチ,マメ撒
イチニンスムハンセイシテルシガツバカ,シガツバカ
チョウオンヲヒビカセテイルアキノカワ,アキノカワ
オウトウキオトコノスキナパラドックス,オウトウキ
ユウレイハワルサシマセンユウスズミ,ノウリョウ
オンネンノタダヨウイセキイワシグモ,イワシグモ
カミサマヲエラブジユウヤワタリドリ,ワタリドリ
ヒトモトデミツユウサクラキシモジン,ユウサクラ
ハナアカリドヨウコウワノモレジリョウ,ハナ
マンチョウノカコウニトキシハナイカダ,ハナイカダ
ツバキコノシマノシュウウノヤドリキアタリナシ,ツバキ
トリノヨウクチトガラセテツバキノミツ,ツバキ
ウグイスノコエヲスカセテウブギホス,ウグイス
ジダニゴガツノカゼガタチドマル,ゴガツ
トショカンノノキヨリツバメスダチケリ,ツバメノコ
ハクトウノウブゲニノコルヒノニオイ,モモノミ
ミズトリノムレテホドヨキカンヲトリヌ,ミズトリ
タノカミノカエルトチュウノスイミツモモ,モモノミ
オボロヅキチキュウガイチニンアソビセル,オボロヅキ
トウゴクトイウゴウマンノハクバイデアル,ウメ
ムシノイキアラキノイキモシカタダイ,アラキ
ユウヤケノオクヘオクヘトヒコウクモ,ユウショウ
ムクロジノコヌレトオシテソラノアオ,ムクロジ
ユドウフヲナカニフタツノヨセイカナ,ユドウフ
ハナノシタテンノウジヨリミズキタル,ハナ
カゲロウニシンニュウキンシニカショアリ,カゲロウ
マルシカクウシロノコエハクワノミ,クワノミ
フカヨシノノサクラハシラヌシロイカユ,サクラ
フリョキヨムスミレノタネノトブマデニ,スミレ
ワカミズノピントハリツクユビノサキ,ワカミズ
ショウナガレニハルアシオトノカクシャクス,ハル
アゼニタツオキナイチニンノナツユウベ,ナツノユウ
トモノフニシンジガタキヤヨルノアキ,ヨルノアキ
ミハルカスシュッセンイリフネフユニハイル,リットウ
テフテフニコンジキバカリハレガマシ,チョウ
ナツボウシフリムクトキヲハカリカネ,ナツボウシ
ジュウガツヲハラリカゼトモホトケトモ,ジュウガツ
キクビヨリイフニイハレヌオヒトガラ,キク
ハツアカリシュヲアワセタルホドノヨサ,ハツアカリ
ミネトサクラクウカンノコシエビトタイ,サクラ
リュウシウクミズニサクラノトオカラジ,サクラ
ミノカゲノトントスガタヲミセヌハル,ハル
イチタイカデキルヲシンジハナスオウ,ムラサキ荊
フツマイヒノトモニムクチヤフキノトウ,フキノトウ
ニュウドウグモウイッパイノホネデアリ,クモノミネ
ヒタチノハダイミズタマリゴガツクル,ゴガツ
トリカエルアマタノボタンヒカラセテ,トリカエル
ハルミサキワノツケネガコリコリス,ハル
ヒトニカワフユタニウスイクモナガレ,フユタ
ハクヒョウヲフンデビョウシンズレテクル,ハクヒョウ
リョクインニケセナイナゾヲトクヨカン,リョクイン
ナツノクモガタアルモノキエルモノ,ナツノクモ
アキノヤマムコウニタマシイオキニイク,アキノヤマ
オモワクヲウスギリニシテサエルマチ,サエユ
イマナイタカラスガキテンハルタテリ,リッシュン
クッセツハミズノコトダマアシノカク,アシノカク
ウミノヒノオキヘトドケルシロイイス,ウミノヒ
スナハマノヒゴトニウゴキハルケハヒ,ハル
アキノミズジザイニイロドリヲエテアイシ,アキノミズ
アキカゼニナマクルオモサヲトウテヲリ,アキカゼ
ホウボクノヒツジコロコロサムサクル,サムシ
タンバイノハナアカクシテモドリケリ,タンバイ
ハツバショノキノウハネタルユウベカナ,ハツバショ
フキノタウクルシクルシトサケススム,フキノトウ
リッシュンノシバフデシコヲフンデキタシ,リッシュン
ブッポウソウナクマデトゲンフコンクラベ,ブッポウソウ
キャラメルノハコハダンショクササゴナク,ササナ
ホオエメバダレモガセイジャウメノハナ,ウメ
サエズリノマドヲハメタルビジュツカン,サエズ
シラキレンイテモタッテモツヤノセキ,モクレン
ドロップノニオウクチヅケアカノママ,イヌタデ
